Customer_Firstname,Customer_Lastname,Cust_Name,Gender_Code,Address1,City,State,Country_Code,Postal_Code,Postal_Code_Plus4,Address2,Email_Address,Phone_Number,Creditcard_Type,Locality,Salesman_Id,Nationality,National_Id,Creditcard_Number,Driver_License,Cust_Id,Order_Id,Order_Date,Order_Time,Freight_Charges,Order_Salesman,Order_Posted_Date,Order_Ship_Date,Age,Order_Value,Order Size (IF),Order Size (IFS),T_Type,Purchase_Touchpoint,Complete?,Purchase_Status,Order_Type,Generation,Baby Food,Diapers,Formula,Lotion,Baby Wash,Wipes,Fresh Fruits,Fresh Vegetables,Beer,Wine,Club Soda,Sports Drink,Chips,Popcorn,Oatmeal,Medicines,Canned Foods,Cigarettes,Cheese,Cleaning Products,Condiments,Frozen Foods,Kitchen Items,Meat,Office Supplies,Personal Care,Pet Supplies,Sea Food,Spices
Quinn ,Perry ,Quinn Perry ,Master.,749 C Street,Amarillo,TX,US,79109,0,,Quinn.S.Perry@spambob.com,603-366-3347,American Express,,SC322 ,IT,FHGPMO74D11L254L,3.41829E+14,,10091,7265,00:00:00,00:07:39.400000,7.45,WE286 ,00:00:00,2016-11-30 00:00:00,40,35.16,Small,Small,in-progress,Phone,No,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kristin ,Mendoza ,Kristin Mendoza ,Mrs.,2909 Frank Avenue,Anaheim,CA,US,92805,0,,Kristin.T.Mendoza@spambob.com,865-685-8215,Diners Club,,WE154 ,FR,7E+14,3.69803E+13,,10095,2162,00:00:00,00:43:54.600000,8.99,SW340 ,00:00:00,2016-02-27 00:00:00,age-55,35.36,Small,Small,cancelled,Phone,No,Frequent,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kristin ,Mendoza ,Kristin Mendoza ,Mrs.,2909 Frank Avenue,Anaheim,CA,US,92805,0,,Kristin.T.Mendoza@spambob.com,865-685-8215,Diners Club,,WE154 ,FR,7E+14,3.69443E+13,,10095,3305,00:00:00,00:27:55.600000,33.99,SW217 ,00:00:00,2016-10-06 00:00:00,age-55,24.92,Small,Small,complete,Phone,No,Frequent,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kristin ,Mendoza ,Kristin Mendoza ,Mrs.,2909 Frank Avenue,Anaheim,CA,US,92805,0,,Kristin.T.Mendoza@spambob.com,865-685-8215,Diners Club,,WE154 ,FR,7E+14,3.66242E+13,,10095,3967,00:00:00,00:43:54.600000,11.88,NW316 ,00:00:00,2016-12-12 00:00:00,age-55,281.82,Medium,Medium,complete,Phone,No,Frequent,HighValue,GEN_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
Kristin ,Mendoza ,Kristin Mendoza ,Mrs.,2909 Frank Avenue,Anaheim,CA,US,92805,0,,Kristin.T.Mendoza@spambob.com,865-685-8215,Diners Club,,WE154 ,FR,7E+14,3.63092E+13,,10095,4382,00:00:00,00:29:06.200000,19.85,NC358 ,00:00:00,2016-07-23 00:00:00,age-55,6.33,Small,Small,cancelled,Phone,No,Frequent,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kristin ,Mendoza ,Kristin Mendoza ,Mrs.,2909 Frank Avenue,Anaheim,CA,US,92805,0,,Kristin.T.Mendoza@spambob.com,865-685-8215,Diners Club,,WE154 ,FR,7E+14,3.65225E+13,,10095,6009,00:00:00,00:07:36.400000,18.99,NW379 ,00:00:00,2016-01-03 00:00:00,age-55,97.72,Small,Small,complete,Phone,No,Frequent,MediumValue,GEN_Z,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Michael ,Gordon ,Michael Gordon ,Mr.,388 Kelly Drive,Ancona,AN,IT,60123,0,,Michael.S.Gordon@dodgeit.com,0373 6095994,Diners Club,,RP385 ,U.S.,316290001,3.62051E+13,,10099,5481,00:00:00,00:11:26.300000,8.99,RP385 ,00:00:00,2016-06-20 00:00:00,63,33.34,Small,Small,complete,Phone,No,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Phyllis ,White ,Phyllis White ,Mrs.,4738 Jerry Dove Drive,Angas Plains,SA,AU,5255,0,,Phyllis.J.White@pookmail.com,(02) 4024 5353,American Express,,WE151 ,IT,HCNFEA86A41E274E,3.77663E+14,,10103,2118,00:00:00,00:43:54.600000,1.49,NE103 ,00:00:00,2016-10-27 00:00:00,51,34.95,Small,Small,complete,Phone,No,Occasional,LowValue,GEN_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Phyllis ,White ,Phyllis White ,Mrs.,4738 Jerry Dove Drive,Angas Plains,SA,AU,5255,0,,Phyllis.J.White@pookmail.com,(02) 4024 5353,American Express,,WE151 ,IT,HCNFEA86A41E274E,3.71632E+14,,10103,3746,00:00:00,00:27:55.600000,6.37,SW217 ,00:00:00,2016-10-06 00:00:00,51,10.85,Small,Small,complete,Phone,No,Occasional,LowValue,GEN_X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phyllis ,White ,Phyllis White ,Mrs.,4738 Jerry Dove Drive,Angas Plains,SA,AU,5255,0,,Phyllis.J.White@pookmail.com,(02) 4024 5353,American Express,,WE151 ,IT,HCNFEA86A41E274E,3.4776E+14,,10103,4425,00:00:00,00:34:16.600000,2.87,WE355 ,00:00:00,2016-12-20 00:00:00,51,20.89,Small,Small,complete,Phone,No,Occasional,LowValue,GEN_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Phyllis ,White ,Phyllis White ,Mrs.,4738 Jerry Dove Drive,Angas Plains,SA,AU,5255,0,,Phyllis.J.White@pookmail.com,(02) 4024 5353,American Express,,WE151 ,IT,HCNFEA86A41E274E,3.45633E+14,,10103,4942,00:47:25,00:47:25.400000,18.45,NE109 ,00:47:25,2016-05-08 00:00:00,51,33.7,Small,Small,in-progress,Phone,No,Occasional,LowValue,GEN_X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katherine ,Mullins ,Katherine Mullins ,Mrs.,4245 Adamsville Road,Angwin,CA,US,94508,0,,Katherine.W.Mullins@spambob.com,503-688-0336,Diners Club,,NC424 ,ES,X6490143A,3.60254E+13,,10107,825,00:00:00,00:59:06.200000,6.38,WE349 ,00:00:00,2016-06-27 00:00:00,64,16.56,Small,Small,complete,Phone,No,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katherine ,Mullins ,Katherine Mullins ,Mrs.,4245 Adamsville Road,Angwin,CA,US,94508,0,,Katherine.W.Mullins@spambob.com,503-688-0336,Diners Club,,NC424 ,ES,X6490143A,3.61212E+13,,10107,2024,00:00:00,00:32:45.100000,17.87,RP190 ,00:00:00,2016-06-15 00:00:00,64,8.71,Small,Small,cancelled,Phone,No,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katherine ,Mullins ,Katherine Mullins ,Mrs.,4245 Adamsville Road,Angwin,CA,US,94508,0,,Katherine.W.Mullins@spambob.com,503-688-0336,Diners Club,,NC424 ,ES,X6490143A,3.68181E+13,,10107,2582,00:00:00,00:33:26.300000,8.99,WE154 ,00:00:00,2016-09-20 00:00:00,64,25.77,Small,Small,complete,Phone,No,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Katherine ,Mullins ,Katherine Mullins ,Mrs.,4245 Adamsville Road,Angwin,CA,US,94508,0,,Katherine.W.Mullins@spambob.com,503-688-0336,Diners Club,,NC424 ,ES,X6490143A,3.66345E+13,,10107,7943,00:00:00,00:27:56.400000,21.97,SE268 ,00:00:00,2016-12-16 00:00:00,64,46.92,Small,Small,complete,Phone,No,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Lisa ,Guest ,Lisa Guest ,Mrs.,4317 Lyon Avenue,Annone Veneto,VE,IT,30020,0,,Lisa.D.Guest@spambob.com,0312 0608733,Diners Club,,NE235 ,ES,4204474M,3.66448E+13,,10111,5147,00:00:00,00:23:54.600000,14.8,NC295 ,00:00:00,2016-02-27 00:00:00,19,22.02,Small,Small,cancelled,Phone,No,Frequent,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Lisa ,Guest ,Lisa Guest ,Mrs.,4317 Lyon Avenue,Annone Veneto,VE,IT,30020,0,,Lisa.D.Guest@spambob.com,0312 0608733,Diners Club,,NE235 ,ES,4204474M,3.61167E+13,,10111,8444,00:00:00,00:59:36.200000,17.87,SC199 ,00:00:00,2016-12-27 00:00:00,19,31.3,Small,Small,complete,Phone,No,Frequent,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Scott ,Lawson ,Scott Lawson ,Mr.,3105 Spadafore Drive,Antioch,WI,US,60002,0,,Scott.M.Lawson@spambob.com,201-799-5873,JCB,,SE133 ,CA,518957246,3.52845E+15,,10115,479,00:00:00,00:22:36.600000,18.99,WE421 ,00:00:00,2016-04-19 00:00:00,,7.02,Small,Small,complete,Desktop,No,Occasional,LowValue,GEN_Z,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott ,Lawson ,Scott Lawson ,Mr.,3105 Spadafore Drive,Antioch,WI,US,60002,0,,Scott.M.Lawson@spambob.com,201-799-5873,JCB,,SE133 ,CA,518957246,3.52825E+15,,10115,1059,00:47:25,00:47:25.400000,27.97,SW211 ,00:47:25,2016-05-08 00:00:00,,127.03,Medium,Medium,in-progress,Phone,No,Occasional,MediumValue,GEN_Z,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Robert ,Bilbo ,Robert Bilbo ,Mr.,2553 Clousson Road,Appiano Gentile,CO,IT,22070,0,,Robert.L.Bilbo@dodgeit.com,0390 9449254,JCB,,SC196 ,IT,QIEZKO91C65L851P,3.52808E+15,,10119,1969,00:00:00,00:57:39.400000,26.87,SW142 ,00:00:00,2016-04-30 00:00:00,49,39.74,Small,Small,complete,Phone,No,Occasional,LowValue,GEN_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ahmed ,Richard ,Ahmed Richard ,Mr.,1346 Carter Street,Appleton,WI,US,54911,0,,Ahmed.P.Richard@mailinator.com,510-517-7759,JCB,,SW214 ,U.S.,229990001,3.52823E+15,,10123,4564,00:00:00,00:43:52.600000,24.08,SW274 ,00:00:00,2016-01-25 00:00:00,20,44.29,Small,Small,complete,Phone,No,FirstTime,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ahmed ,Richard ,Ahmed Richard ,Mr.,1346 Carter Street,Appleton,WI,US,54911,0,,Ahmed.P.Richard@mailinator.com,510-517-7759,JCB,,SW214 ,U.S.,229990001,3.52856E+15,,10123,6596,00:00:00,00:32:50.800000,16.27,NW247 ,00:00:00,2016-01-15 00:00:00,20,46.36,Small,Small,cancelled,Phone,No,FirstTime,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ahmed ,Richard ,Ahmed Richard ,Mr.,1346 Carter Street,Appleton,WI,US,54911,0,,Ahmed.P.Richard@mailinator.com,510-517-7759,JCB,,SW214 ,U.S.,229990001,3.52827E+15,,10123,7325,00:00:00,00:33:44.900000,11.45,NW112 ,00:00:00,2016-05-30 00:00:00,20,227.61,Medium,Medium,complete,Phone,No,FirstTime,HighValue,GEN_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
Ahmed ,Richard ,Ahmed Richard ,Mr.,1346 Carter Street,Appleton,WI,US,54911,0,,Ahmed.P.Richard@mailinator.com,510-517-7759,JCB,,SW214 ,U.S.,229990001,3.52893E+15,,10123,7496,00:00:00,00:32:50.800000,18.45,NW247 ,00:00:00,2016-01-15 00:00:00,20,11.61,Small,Small,complete,Phone,No,FirstTime,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ahmed ,Richard ,Ahmed Richard ,Mr.,1346 Carter Street,Appleton,WI,US,54911,0,,Ahmed.P.Richard@mailinator.com,510-517-7759,JCB,,SW214 ,U.S.,229990001,3.52888E+15,,10123,7989,00:00:00,00:47:55.600000,17.23,WE151 ,00:00:00,2016-04-29 00:00:00,20,30.5,Small,Small,complete,Desktop,No,FirstTime,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ray ,Hornsby ,Ray Hornsby ,Mr.,555 DaVISAA Avenue,Archez,,ES,29753,0,,Ray.M.Hornsby@pookmail.com,91-271-2747,VISA,,SC388 ,IT,TMWEAA77M18B017F,4.83945E+15,,10127,3665,00:00:00,00:07:36.400000,8.99,WE352 ,00:00:00,2016-01-04 00:00:00,49,17.29,Small,Small,complete,Phone,No,Occasional,LowValue,GEN_X,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason ,Glass ,Jason Glass ,Miss.,289 Bassell Avenue,Argenton,NSW,AU,2284,0,,Jason.M.Glass@spambob.com,(07) 4090 2386,Diners Club,,RP121 ,IT,HCNMPL50M67G315Q,3.63834E+13,,10131,1866,00:00:00,00:17:24.600000,7.02,NC100 ,00:00:00,2016-08-20 00:00:00,78,161.59,Medium,Medium,complete,Desktop,No,Frequent,HighValue,BABY_BOOMERS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0
Jason ,Glass ,Jason Glass ,Miss.,289 Bassell Avenue,Argenton,NSW,AU,2284,0,,Jason.M.Glass@spambob.com,(07) 4090 2386,Diners Club,,RP121 ,IT,HCNMPL50M67G315Q,3.68515E+13,,10131,5009,00:00:00,00:43:54.600000,8.23,NW187 ,00:00:00,2016-10-22 00:00:00,78,145.28,Medium,Medium,abandoned,Desktop,No,Frequent,MediumValue,BABY_BOOMERS,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jason ,Glass ,Jason Glass ,Miss.,289 Bassell Avenue,Argenton,NSW,AU,2284,0,,Jason.M.Glass@spambob.com,(07) 4090 2386,Diners Club,,RP121 ,IT,HCNMPL50M67G315Q,3.64529E+13,,10131,7982,00:47:25,00:47:25.400000,23.12,WE289 ,00:47:25,2016-05-08 00:00:00,78,205.85,Medium,Medium,complete,Desktop,No,Frequent,HighValue,BABY_BOOMERS,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1
Natalie ,White ,Natalie White ,Mrs.,3233 Rivendell Drive,Arlington,TX,US,76011,0,,Natalie.D.White@dodgeit.com,916-866-4992,VISA,,SE397 ,ES,4674010L,4.65807E+15,,10135,5052,00:00:00,00:11:26.300000,7.85,SE136 ,00:00:00,2016-09-10 00:00:00,,220.34,Medium,Medium,complete,Phone,No,Occasional,HighValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0
Natalie ,White ,Natalie White ,Mrs.,3233 Rivendell Drive,Arlington,TX,US,76011,0,,Natalie.D.White@dodgeit.com,916-866-4992,VISA,,SE397 ,ES,4674010L,4.90496E+15,,10135,7836,00:00:00,00:29:06.200000,33.85,NC298 ,00:00:00,2016-07-27 00:00:00,,281.44,Medium,Medium,complete,Desktop,No,Occasional,HighValue,GEN_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Donna ,Klock ,Donna Klock ,Mrs.,3107 Byers Lane,Arlington,NE,US,68002,0,,Donna.K.Klock@spambob.com,319-482-8591,VISA,,SC127 ,U.S.,492230001,4.13605E+15,,10139,4045,00:00:00,00:33:44.800000,52,NW184 ,00:00:00,2016-12-20 00:00:00,53,40.12,Small,Small,complete,Phone,No,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Donna ,Klock ,Donna Klock ,Mrs.,3107 Byers Lane,Arlington,NE,US,68002,0,,Donna.K.Klock@spambob.com,319-482-8591,VISA,,SC127 ,U.S.,492230001,4.53574E+15,,10139,4082,00:00:00,00:32:50.800000,16.83,NW247 ,00:00:00,2016-01-15 00:00:00,53,28.48,Small,Small,complete,Phone,No,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Donna ,Klock ,Donna Klock ,Mrs.,3107 Byers Lane,Arlington,NE,US,68002,0,,Donna.K.Klock@spambob.com,319-482-8591,VISA,,SC127 ,U.S.,492230001,4.92978E+15,,10139,6973,00:47:25,00:47:25.400000,13.82,NC163 ,00:47:25,2016-05-08 00:00:00,53,25.83,Small,Small,complete,Phone,No,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Donna ,Klock ,Donna Klock ,Mrs.,3107 Byers Lane,Arlington,NE,US,68002,0,,Donna.K.Klock@spambob.com,319-482-8591,VISA,,SC127 ,U.S.,492230001,4.4267E+15,,10139,8786,00:00:00,00:07:24.500000,7.85,NW382 ,00:00:00,2016-10-08 00:00:00,53,42.85,Small,Small,in-progress,Phone,No,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Donald ,Velazquez ,Donald Velazquez ,Mr.,224 Gandy Street,Aschersleben,,DE,6431,0,,Donald.H.Velazquez@pookmail.com,08321 88 88 19,JCB,,WE154 ,IT,NPPGZI62A63B394C,3.52867E+15,,10147,1102,00:00:00,00:47:55.600000,8.99,WE151 ,00:00:00,2016-04-29 00:00:00,age-19,6.47,Small,Small,complete,Phone,No,FirstTime,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Donald ,Velazquez ,Donald Velazquez ,Mr.,224 Gandy Street,Aschersleben,,DE,6431,0,,Donald.H.Velazquez@pookmail.com,08321 88 88 19,JCB,,WE154 ,IT,NPPGZI62A63B394C,3.529E+15,,10147,5244,00:00:00,00:33:26.300000,17.6,NC229 ,00:00:00,2016-11-20 00:00:00,age-19,93.67,Small,Small,cancelled,Desktop,No,FirstTime,MediumValue,GEN_Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Harry ,Brumback ,Harry Brumback ,Mr.,45 Graystone Lakes,Asheboro,NC,US,27203,0,,Harry.L.Brumback@dodgeit.com,773-577-9355,Discover,,SW406 ,FR,7.83E+14,6.01192E+15,,10151,5206,00:00:00,00:29:06.200000,7.02,NC298 ,00:00:00,2016-07-27 00:00:00,75,47.02,Small,Small,complete,Desktop,No,Frequent,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Harry ,Brumback ,Harry Brumback ,Mr.,45 Graystone Lakes,Asheboro,NC,US,27203,0,,Harry.L.Brumback@dodgeit.com,773-577-9355,Discover,,SW406 ,FR,7.83E+14,6.01198E+15,,10151,5252,00:00:00,00:29:06.200000,13.82,SE208 ,00:00:00,2016-03-01 00:00:00,75,217.37,Medium,Medium,cancelled,Desktop,No,Frequent,HighValue,BABY_BOOMERS,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
Harry ,Brumback ,Harry Brumback ,Mr.,45 Graystone Lakes,Asheboro,NC,US,27203,0,,Harry.L.Brumback@dodgeit.com,773-577-9355,Discover,,SW406 ,FR,7.83E+14,6.01195E+15,,10151,8270,00:00:00,00:23:44.800000,14.28,NW244 ,00:00:00,2016-12-15 00:00:00,75,48.8,Small,Small,complete,Desktop,No,Frequent,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harold ,Magee ,Harold Magee ,Mr.,565 Cinnamon Lane,Ashland,VA,US,23005,0,,Harold.A.Magee@mailinator.com,503-308-1831,American Express,,NW310 ,UK,YS731666A,3.75518E+14,,10155,1267,00:00:00,00:50:44.900000,21.97,WE223 ,00:00:00,2016-10-07 00:00:00,40,22.38,Small,Small,complete,Phone,No,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harold ,Magee ,Harold Magee ,Mr.,565 Cinnamon Lane,Ashland,VA,US,23005,0,,Harold.A.Magee@mailinator.com,503-308-1831,American Express,,NW310 ,UK,YS731666A,3.43184E+14,,10155,2983,00:00:00,00:27:55,28.55,NE172 ,00:00:00,2016-10-08 00:00:00,40,17.02,Small,Small,complete,Phone,No,Occasional,LowValue,GEN_Y,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harold ,Magee ,Harold Magee ,Mr.,565 Cinnamon Lane,Ashland,VA,US,23005,0,,Harold.A.Magee@mailinator.com,503-308-1831,American Express,,NW310 ,UK,YS731666A,3.76169E+14,,10155,5455,00:00:00,00:17:24.600000,23.37,NC100 ,00:00:00,2016-08-20 00:00:00,40,19.35,Small,Small,complete,Phone,No,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Harold ,Magee ,Harold Magee ,Mr.,565 Cinnamon Lane,Ashland,VA,US,23005,0,,Harold.A.Magee@mailinator.com,503-308-1831,American Express,,NW310 ,UK,YS731666A,3.44975E+14,,10155,8471,00:00:00,00:47:52.600000,21.97,WE157 ,00:00:00,2016-04-25 00:00:00,40,30.45,Small,Small,abandoned,Phone,No,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Harold ,Magee ,Harold Magee ,Mr., 565 Cinnamon Lane,Ashland,VA,US,23005,0,,Harold.A.Magee@mailinator.com,503-308-1831,American Express,,NW310 ,UK,YS731666A,3.49153E+14,,10155,8974,00:00:00,00:32:50.800000,17.6,NW247 ,00:00:00,2016-01-15 00:00:00,40,40.62,Small,Small,complete,Phone,No,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melba ,Whitehead ,Melba Whitehead ,Mrs.,4985 Barnes Avenue,Asquith,NSW,AU,2077,0,,Melba.M.Whitehead@trashymail.com,(07) 4507 5357,American Express,,RP121 ,ES,0568157B,3.40547E+14,,10159,601,00:00:00,00:44:16.600000,33.85,NE178 ,00:00:00,2016-12-20 00:00:00,53,28.95,Small,Small,complete,Phone,No,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Melba ,Whitehead ,Melba Whitehead ,Mrs.,4985 Barnes Avenue,Asquith,NSW,AU,2077,0,,Melba.M.Whitehead@trashymail.com,(07) 4507 5357,American Express,,RP121 ,ES,0568157B,3.75976E+14,,10159,810,00:00:00,00:11:26.300000,7.02,RP385 ,00:00:00,2016-06-20 00:00:00,53,7.89,Small,Small,complete,Phone,No,Occasional,LowValue,BABY_BOOMERS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melba ,Whitehead ,Melba Whitehead ,Mrs.,4985 Barnes Avenue,Asquith,NSW,AU,2077,0,,Melba.M.Whitehead@trashymail.com,(07) 4507 5357,American Express,,RP121 ,ES,0568157B,3.45604E+14,,10159,3072,00:00:00,00:43:54.800000,11.45,NC364 ,00:00:00,2016-12-12 00:00:00,53,45.27,Small,Small,complete,Phone,No,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Melba ,Whitehead ,Melba Whitehead ,Mrs.,4985 Barnes Avenue,Asquith,NSW,AU,2077,0,,Melba.M.Whitehead@trashymail.com,(07) 4507 5357,American Express,,RP121 ,ES,0568157B,3.46804E+14,,10159,4170,00:00:00,00:07:39.400000,16.85,SC256 ,00:00:00,2016-11-14 00:00:00,53,8.46,Small,Small,cancelled,Phone,No,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melba ,Whitehead ,Melba Whitehead ,Mrs.,4985 Barnes Avenue,Asquith,NSW,AU,2077,0,,Melba.M.Whitehead@trashymail.com,(07) 4507 5357,American Express,,RP121 ,ES,0568157B,3.40467E+14,,10159,7795,00:00:00,00:11:26.300000,16.33,NC169 ,00:00:00,2016-06-20 00:00:00,53,800.9,Large,Large,complete,Phone,No,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ivan ,Case ,Ivan Case ,Mr.,2540 School Street,Athens,TX,US,75751,0,,Ivan.J.Case@dodgeit.com,512-391-4111,Diners Club,,SC130 ,U.S.,23868154,3.68516E+13,,10163,1566,00:00:00,00:33:26.300000,6.37,SE397 ,00:00:00,2016-12-20 00:00:00,27,190.12,Medium,Medium,complete,Desktop,No,FirstTime,HighValue,GEN_Y,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Ivan ,Case ,Ivan Case ,Mr.,2540 School Street,Athens,TX,US,75751,0,,Ivan.J.Case@dodgeit.com,512-391-4111,Diners Club,,SC130 ,U.S.,23868154,3.6184E+13,,10163,1740,00:00:00,00:36:44.900000,13.33,RP319 ,00:00:00,2016-07-20 00:00:00,27,282.85,Medium,Medium,in-progress,Phone,No,FirstTime,HighValue,GEN_Y,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1
